image_link,group_id,entity_name,entity_value,extracted_text
https://m.media-amazon.com/images/I/91prZeizZnL.jpg,731432,item_weight,200 gram,FREE'
https://m.media-amazon.com/images/I/31EvJszFVfL.jpg,731432,item_weight,200 gram,9.4 in
https://m.media-amazon.com/images/I/61wzlucTREL.jpg,252585,item_volume,4.0 gallon,ONE SIZE FITS ALL
https://m.media-amazon.com/images/I/61sQ+qAKr4L.jpg,299791,item_weight,2.7 gram,925 Sterling Silver
https://m.media-amazon.com/images/I/81x77l2T5NL.jpg,884560,item_weight,112 gram,How to use Knorr
https://m.media-amazon.com/images/I/71nywfWZUwL.jpg,179080,item_weight,4.1 kilogram,"9.1 cm/3.58"""
https://m.media-amazon.com/images/I/71nywfWZUwL.jpg,179080,voltage,48.0 volt,"9.1 cm/3.58"""
https://m.media-amazon.com/images/I/51WsuKKAVrL.jpg,866516,item_weight,158.0 gram,Product Name
https://m.media-amazon.com/images/I/61XGDKap+JL.jpg,866516,item_weight,158.0 gram,158g
https://m.media-amazon.com/images/I/715vVcWJxGL.jpg,459516,item_weight,5000 milligram,Mar
https://m.media-amazon.com/images/I/613v+2W4UwL.jpg,524635,item_weight,18.55 gram,Ідеаримол/ та-но
https://m.media-amazon.com/images/I/71+fn9TWQmL.jpg,524635,item_weight,18.55 gram,MHOS
https://m.media-amazon.com/images/I/71aKgRRQ2wL.jpg,524635,item_weight,18.55 gram,Verdaungstropfen
https://m.media-amazon.com/images/I/71rKXZJrh4L.jpg,524635,item_weight,18.55 gram,50 ml
https://m.media-amazon.com/images/I/71D824lbRvL.jpg,524635,item_weight,18.55 gram,veranstagten
https://m.media-amazon.com/images/I/71004c9tzfL.jpg,730429,item_weight,50.0 gram,11•55
https://m.media-amazon.com/images/I/51bQPPtMqYL.jpg,881883,item_weight,26.0 gram,How to Use
https://m.media-amazon.com/images/I/61o2ntPNNgL.jpg,179080,wattage,800.0 watt,"28"""
https://m.media-amazon.com/images/I/61o2ntPNNgL.jpg,179080,voltage,36.0 volt,"28"""
https://m.media-amazon.com/images/I/71IUuTJ8QwL.jpg,601746,item_weight,330.0 pound,Superior Quality
https://m.media-amazon.com/images/I/915JHkwtcrL.jpg,487566,item_weight,31.0 ounce,51*70 IN
https://m.media-amazon.com/images/I/71cjrYndwIL.jpg,794161,item_weight,0.35 ounce,SKINFOOD
https://m.media-amazon.com/images/I/81hnk2WXO3L.jpg,639090,item_weight,35.0 gram,hot chocolate
https://m.media-amazon.com/images/I/61HXgujoxpL.jpg,752266,wattage,150.0 watt,150W
https://m.media-amazon.com/images/I/613G8GOyLSL.jpg,752266,wattage,150.0 watt,150W
https://m.media-amazon.com/images/I/71YyZ2iPyZL.jpg,752266,wattage,30.0 watt,Durable & Flexible LED Floodlight
https://m.media-amazon.com/images/I/81K3JwUCnQL.jpg,752266,wattage,30.0 watt,30W
https://m.media-amazon.com/images/I/41wvffSxB4L.jpg,299791,item_weight,15.5 gram,15.5g
https://m.media-amazon.com/images/I/91cErO-KbLL.jpg,237000,item_weight,200.0 gram,200GSM
https://m.media-amazon.com/images/I/817vo3DcCNL.jpg,179080,wattage,250.0 watt,KOMFORT-PAKET
https://m.media-amazon.com/images/I/61AHQ35poHL.jpg,884560,item_volume,10.0 ounce,GGANBUNU
https://m.media-amazon.com/images/I/61WFh8RCQYL.jpg,844474,item_weight,0.8 kilogram,High Quality Polyester Fabric
https://m.media-amazon.com/images/I/711SATIDrmL.jpg,709627,item_weight,169.0 gram,Basic Information
https://m.media-amazon.com/images/I/61x6RSjwQIL.jpg,299791,item_weight,10.0 gram,UNIQUE DESIGN
https://m.media-amazon.com/images/I/613BeFNwHcL.jpg,523149,item_weight,7.0 gram,No text found
https://m.media-amazon.com/images/I/61hWZdkq6WL.jpg,630390,item_weight,750.0 gram,WHEY
https://m.media-amazon.com/images/I/71E7CU55dcL.jpg,810266,item_weight,160.0 gram,Specifications:
https://m.media-amazon.com/images/I/61c+hSNnnZL.jpg,748919,item_weight,270.0 gram,ZITROMAC
https://m.media-amazon.com/images/I/915w0BdW-gL.jpg,993359,item_weight,500 gram,NATURAL & FRESH
https://m.media-amazon.com/images/I/61sx0ezNNLL.jpg,731432,item_weight,1 kilogram,NUTRIARC
https://m.media-amazon.com/images/I/71ldprwbKrL.jpg,731432,item_weight,10 kilogram,PREMIUM QUALITY
https://m.media-amazon.com/images/I/71E9iF-bmKL.jpg,731432,item_weight,1 kilogram,DESIGNED FOR
https://m.media-amazon.com/images/I/71sWRp1SNwL.jpg,731432,item_weight,2.2 pound,1 KG (2.2lbs)
https://m.media-amazon.com/images/I/61Fwq4GeTmL.jpg,752266,wattage,60.0 watt,60W
https://m.media-amazon.com/images/I/61-oj+N+BxL.jpg,459516,item_volume,30.0 millilitre,CAUTION:
https://m.media-amazon.com/images/I/71e6kJLE+LL.jpg,459516,item_volume,30.0 millilitre,DENDROBIUM & MULLEN
https://m.media-amazon.com/images/I/71SuzaRS7gL.jpg,459516,item_volume,30.0 millilitre,HERBAL DROPS OF DENDROBIUM
https://m.media-amazon.com/images/I/71nsfFCXF0L.jpg,459516,item_volume,30.0 millilitre,South Moon
https://m.media-amazon.com/images/I/71hgN7yu9OL.jpg,459516,item_volume,30.0 millilitre,MAIN COMPONENTS
https://m.media-amazon.com/images/I/61SmT8pkLtL.jpg,529606,item_weight,2 ounce,TERPENE INFUSED
https://m.media-amazon.com/images/I/71ZtDgGX+iL.jpg,299791,item_weight,8.1 gram,INFORMATION
https://m.media-amazon.com/images/I/413FQB0ZMLL.jpg,308856,item_weight,2 kilogram,FREE
https://m.media-amazon.com/images/I/41EjbFu-+yL.jpg,308856,item_weight,10 kilogram,CANINE
https://m.media-amazon.com/images/I/71dWDwMhWmS.jpg,681445,item_weight,500.0 kilogram,raphing Collection
https://m.media-amazon.com/images/I/61d6Kj80QSL.jpg,365637,item_weight,200.0 gram,QuantoNete
https://m.media-amazon.com/images/I/71bvOuz9w1L.jpg,365637,item_weight,200.0 gram,"Quant dieter"""
https://m.media-amazon.com/images/I/71l0M0tMGjL.jpg,365637,item_weight,200.0 gram,Date syrup
https://m.media-amazon.com/images/I/71Lpqdrpi4L.jpg,365637,item_weight,200.0 gram,All day snack
https://m.media-amazon.com/images/I/71jLIbCcwOL.jpg,365637,item_weight,100.0 gram,Nutrition Facts
https://m.media-amazon.com/images/I/718EdwGgyVL.jpg,365637,item_weight,200.0 gram,Available in
https://m.media-amazon.com/images/I/713twQgCHSL.jpg,487566,item_weight,5.0 kilogram,baubee
https://m.media-amazon.com/images/I/61I0O1qJbhS.jpg,767202,item_weight,60.0 pound,Unsere Produkte reduzieren die Betriebskosten
https://m.media-amazon.com/images/I/61eOO5IW4NL.jpg,369753,item_volume,3.0 cubic foot,HOW TO USE
https://m.media-amazon.com/images/I/716AQpAJjZL.jpg,731432,item_weight,227 gram,Suggested
https://m.media-amazon.com/images/I/71FVeRd2jqL.jpg,709627,item_weight,100 gram,100:4
https://m.media-amazon.com/images/I/81njuNSPdjL.jpg,639090,item_weight,190.0 gram,Ehrmann
https://m.media-amazon.com/images/I/51xfRlxWIXL.jpg,639090,item_weight,100.0 gram,Nährwertangaben pro 100g:
https://m.media-amazon.com/images/I/71duwM3SjpL.jpg,459516,item_weight,600 milligram,Award Winning -
https://m.media-amazon.com/images/I/612xIhPMHqL.jpg,630869,item_weight,3.2 gram,0.03 INCH
https://m.media-amazon.com/images/I/51b9JEHOriL.jpg,630869,item_weight,6.5 gram,Weight: 6.5g
https://m.media-amazon.com/images/I/81lgxfKqUUL.jpg,881883,item_weight,160.0 gram,BELLA
https://m.media-amazon.com/images/I/814sAvV89SL.jpg,558374,item_weight,42.0 gram,Nutrition Facts
https://m.media-amazon.com/images/I/61cMeogK8gL.jpg,601746,item_weight,26.0 gram,BALL WEIGHT: 26 Grams
https://m.media-amazon.com/images/I/811VfR10yxL.jpg,752266,wattage,0.55 watt,Specification:
https://m.media-amazon.com/images/I/71WLYfmMqQL.jpg,254449,item_weight,50.0 milligram,Non-GMO
https://m.media-amazon.com/images/I/61Dq3LRei9L.jpg,523149,item_weight,10.0 kilogram,RINFIT
https://m.media-amazon.com/images/I/71XK5d3Oh9L.jpg,416664,wattage,49.0 watt,Matio Torte
https://m.media-amazon.com/images/I/61kyBEJYDeL.jpg,459516,item_weight,500 milligram,Herbal max
https://m.media-amazon.com/images/I/71uQmsTESvL.jpg,459516,item_weight,500 milligram,Herbal max
https://m.media-amazon.com/images/I/71jG8BOi4WL.jpg,241608,item_weight,16.0 gram,155 Thick High Grade 304 Stainless Steel
https://m.media-amazon.com/images/I/61390hosjFL.jpg,308856,item_weight,8 kilogram,w.pl
